PRcon534_99:15	_1	PA(PA)	

PRcon534_100:1	oow	UH(UH)	oow
PRcon534_100:2	_0	PA(PA)	

PRcon534_101:1	i	PP(PP)	i
PRcon534_101:2	first	RB(RB)	first
PRcon534_101:3	moved	VVD(VVD)	move
PRcon534_101:4	to	IN(IN)	to
PRcon534_101:5	the	DT(DT)	the
PRcon534_101:6	s_l	SYM(SYM)	s_l
PRcon534_101:7	two	CD(CD)	two
PRcon534_101:8	estimates	NNS(NNS)	estimate
PRcon534_101:9	_0	PA(PA)	

PRcon534_102:1	i	PP(DM)	i
PRcon534_102:2	see	VVP(DM)	see

PRcon534_103:1	bec-	XX(XX)	
PRcon534_103:2	i	PP(PP)	i
PRcon534_103:3	could	MD(MD)	can
PRcon534_103:4	n't	RB(RB)	not
PRcon534_103:5	do	VV(VV)	do
PRcon534_103:6	it	PP(PP)	it
PRcon534_103:7	directly	RB(RB)	directly

PRcon534_104:1	right	DM(DM)	right
PRcon534_104:2	_0	PA(PA)	

PRcon534_105:1	so	DM(DM)	so
PRcon534_105:2	i	PP(PP)	i
PRcon534_105:3	moved	VVD(VVD)	move
PRcon534_105:4	to	IN(IN)	to
PRcon534_105:5	the	DT(DT)	the
PRcon534_105:6	s_l	SYM(SYM)	s_l
PRcon534_105:7	two	CD(CD)	two
PRcon534_105:8	estimates	NNS(NNS)	estimate
PRcon534_105:9	_0	PA(PA)	

PRcon534_106:1	and	CC(CC)	and
PRcon534_106:2	then	RB(RB)	then
PRcon534_106:3	_0	PA(PA)	
PRcon534_106:4	we	PP(PP)	we
PRcon534_106:5	're	VBP(VBP)	be
PRcon534_106:6	there	RB(RB)	there

PRcon534_107:1	yeah	RE(RE)	yeah
PRcon534_107:2	_0	PA(PA)	

PRcon534_108:1	this	DT(DT)	this
PRcon534_108:2	is	VBZ(VBZ)	be
PRcon534_108:3	so	RB(RB)	so
PRcon534_108:4	weird	JJ(JJ)	weird

PRcon534_109:1	there	RB(RB)	there
PRcon534_109:2	of	RB(RB)	of
PRcon534_109:3	course	RB(RB)	course
PRcon534_109:4	i	PP(PP)	i
PRcon534_109:5	_0	PA(PA)	
PRcon534_109:6	yes	RE(RE)	yes
PRcon534_109:7	and	CC(CC)	and
PRcon534_109:8	and	CC(CC)	and
PRcon534_109:9	in	IN(IN)	in
PRcon534_109:10	the	DT(DT)	the
PRcon534_109:11	that	DT(DT)	that
PRcon534_109:12	's	VBS(VBS)	be
PRcon534_109:13	why	WRB(WRB)	why
PRcon534_109:14	i	PP(PP)	i
PRcon534_109:15	had	VHD(VHD)	have
PRcon534_109:16	the	DT(DT)	the
PRcon534_109:17	same	JJ(JJ)	same
PRcon534_109:18	kind	NN(NN)	kind
PRcon534_109:19	of	IN(IN)	of
PRcon534_109:20	proof	NN(NN)	proof
PRcon534_109:21	twice	RB(RB)	twice
PRcon534_109:22	_1	PA(PA)	
PRcon534_109:23	it	PP(PP)	it
PRcon534_109:24	's	VBS(VBS)	be
PRcon534_109:25	it	PP(PP)	it
PRcon534_109:26	's	VBS(VBS)	be
PRcon534_109:27	is	VBZ(VBZ)	be
PRcon534_109:28	this	DT(DT)	this
PRcon534_109:29	_0	PA(PA)	
PRcon534_109:30	duality	NN(NN)	duality
PRcon534_109:31	argument	NN(NN)	argument
PRcon534_109:32	of	IN(IN)	of
PRcon534_109:33	a_[lastname2]	NP(NP)	
PRcon534_109:34	i	PP(PP)	i
PRcon534_109:35	'll	MD(MD)	will
PRcon534_109:36	needed	V(VV)	need
PRcon534_109:37	to	TO(TO)	to
PRcon534_109:38	do	VV(VV)	do
PRcon534_109:39	it	PP(PP)	it
PRcon534_109:40	twice	RB(RB)	twice
PRcon534_109:41	because	IN(IN)	because
PRcon534_109:42	er	UH(UH)	er
PRcon534_109:43	_0	PA(PA)	

PRcon534_110:1	yeah	RE(RE)	yeah

PRcon534_111:1	i	PP(PP)	i
PRcon534_111:2	could	MD(MD)	can
PRcon534_111:3	n't	RB(RB)	not
PRcon534_111:4	do	VV(VV)	do
PRcon534_111:5	the	DT(DT)	the
PRcon534_111:6	_0	PA(PA)	
PRcon534_111:7	partition	NN(NN)	partition
PRcon534_111:8	of	IN(IN)	of
PRcon534_111:9	unity	NN(NN)	unity
PRcon534_111:10	_0	PA(PA)	

PRcon534_112:1	aha	RE(RE)	aha
PRcon534_112:2	aha	RE(RE)	aha

PRcon534_113:1	so	DM(DM)	so
PRcon534_113:2	i	PP(PP)	i
PRcon534_113:3	once	RB(RB)	once
PRcon534_113:4	did	VVD(VVD)	do
PRcon534_113:5	it	PP(PP)	it
PRcon534_113:6	with	IN(IN)	with
PRcon534_113:7	the	DT(DT)	the
PRcon534_113:8	exact	JJ(JJ)	exact
PRcon534_113:9	_0	PA(PA)	
PRcon534_113:10	estimates	NNS(NNS)	estimate
PRcon534_113:11	_1	PA(PA)	
PRcon534_113:12	@@@	LA(LA)	
PRcon534_113:13	and	CC(CC)	and
PRcon534_113:14	that	DT(DT)	that
PRcon534_113:15	's	VBS(VBS)	be
PRcon534_113:16	is	VBZ(VBZ)	be
PRcon534_113:17	always	RB(RB)	always
PRcon534_113:18	completely	RB(RB)	completely
PRcon534_113:19	@	LA(LA)	
PRcon534_113:20	i	PP(PP)	i
PRcon534_113:21	@@@@	LA(LA)	
PRcon534_113:22	very	RB(RB)	very
PRcon534_113:23	weird	JJ(JJ)	weird
PRcon534_113:24	@	LA(LA)	
PRcon534_113:25	_0	PA(PA)	
PRcon534_113:26	they	PP(PP)	they
PRcon534_113:27	have	VHP(VHP)	have
PRcon534_113:28	proving	VVG(NNS)/VVG(VVG)	prove/proving
PRcon534_113:29	things	NNS(NNS)	thing
PRcon534_113:30	but	CC(CC)	but
PRcon534_113:31	they	PP(PP)	they
PRcon534_113:32	are	VBP(VBP)	be

PRcon534_114:1	there	EX(EX)	there
PRcon534_114:2	's	VHS(VHS)	have
PRcon534_114:3	got	VVN(VVN)	get
PRcon534_114:4	ta	TO(TO)	to
PRcon534_114:5	be	VB(VB)	be
PRcon534_114:6	a	DT(DT)	a
PRcon534_114:7	way	NN(NN)	way
PRcon534_114:8	to	TO(TO)	to
PRcon534_114:9	see	VV(VV)	see
PRcon534_114:10	this	DT(DT)	this
PRcon534_114:11	more	RBR(RBR)	more
PRcon534_114:12	_0	PA(PA)	
PRcon534_114:13	going	VVG(VVG)	go
PRcon534_114:14	i	PP(PP)	i
PRcon534_114:15	think	VVP(VVP)	think
PRcon534_114:16	_3	PA(PA)	

PRcon534_115:1	hm	RE(RE)	hm
PRcon534_115:2	i	PP(PP)	i
PRcon534_115:3	'll	MD(MD)	will
PRcon534_115:4	_0	PA(PA)	
PRcon534_115:5	get	VV(VV)	get
PRcon534_115:6	some	DT(DT)	some
PRcon534_115:7	more	JJR(JJR)	more
PRcon534_115:8	coffee	NN(NN)	coffee
PRcon534_115:9	_40	PA(PA)	
PRcon534_115:10	hm	RE(RE)	hm
PRcon534_115:11	_10	PA(PA)	

PRcon534_116:1	hh	BR(BR)	
PRcon534_116:2	_3	PA(PA)	
PRcon534_116:3	hh	BR(BR)	
PRcon534_116:4	i	PP(PP)	i
PRcon534_116:5	've	VHP(VHP)	have
PRcon534_116:6	_0	PA(PA)	
PRcon534_116:7	there	EX(EX)	there
PRcon534_116:8	is	VBZ(VBZ)	be
PRcon534_116:9	one	CD(CD)	one
PRcon534_116:10	little	JJ(JJ)	little
PRcon534_116:11	point	NN(NN)	point
PRcon534_116:12	we	PP(PP)	we
PRcon534_116:13	do	VVP(VVP)	do
PRcon534_116:14	n't	RB(RB)	not
PRcon534_116:15	see	VV(VV)	see
PRcon534_116:16	_0	PA(PA)	
PRcon534_116:17	i	PP(PP)	i
PRcon534_116:18	do	VVP(VVP)	do
PRcon534_116:19	n't	RB(RB)	not
PRcon534_116:20	know	VV(VV)	know
PRcon534_116:21	what	WP(WP)	what
PRcon534_116:22	it	PP(PP)	it
PRcon534_116:23	is	VBZ(VBZ)	be
PRcon534_116:24	but	CC(CC)	but
PRcon534_116:25	_1	PA(PA)	
PRcon534_116:26	i	PP(PP)	i
PRcon534_116:27	feel	VVP(VVP)	feel
PRcon534_116:28	there	EX(EX)	there
PRcon534_116:29	is	VBZ(VBZ)	be
PRcon534_116:30	one	CD(CD)	one
PRcon534_116:31	little	JJ(JJ)	little
PRcon534_116:32	tool	NN(NN)	tool
PRcon534_116:33	if	IN(IN)	if
PRcon534_116:34	we	PP(PP)	we
PRcon534_116:35	could	MD(MD)	can
PRcon534_116:36	_0	PA(PA)	
PRcon534_116:37	without	IN(IN)	without
PRcon534_116:38	a	DT(DT)	a
PRcon534_116:39	doubt	NN(NN)	doubt
PRcon534_116:40	then	RB(RB)	then
PRcon534_116:41	all	PDT(PDT)	all
PRcon534_116:42	this	DT(DT)	this
PRcon534_116:43	_0	PA(PA)	
PRcon534_116:44	riddle	NN(NN)	riddle
PRcon534_116:45	will	MD(MD)	will
PRcon534_116:46	be	VB(VB)	be
PRcon534_116:47	solved	VVN(VVN)	solve

PRcon534_117:1	oh	UH(UH)	oh
PRcon534_117:2	okay	RE(RE)	okay
PRcon534_117:3	_0	PA(PA)	
PRcon534_117:4	i	PP(PP)	i
PRcon534_117:5	'll	MD(MD)	will
PRcon534_117:6	i	PP(PP)	i
PRcon534_117:7	as	IN(IN)	as
PRcon534_117:8	i	PP(PP)	i
PRcon534_117:9	said	VVD(VVD)	say
PRcon534_117:10	i	PP(PP)	i
PRcon534_117:11	have	VHP(VHP)	have
PRcon534_117:12	n't	RB(RB)	not
PRcon534_117:13	thought	VVN(VVN)	think
PRcon534_117:14	about	IN(IN)	about
PRcon534_117:15	it	PP(PP)	it
PRcon534_117:16	for	IN(IN)	for
PRcon534_117:17	_0	PA(PA)	
PRcon534_117:18	for	IN(IN)	for
PRcon534_117:19	a	DT(DT)	a
PRcon534_117:20	long	JJ(JJ)	long

PRcon534_118:1	like	IN(IN)	like
PRcon534_118:2	in	IN(IN)	in
PRcon534_118:3	_0	PA(PA)	
PRcon534_118:4	like	IN(IN)	like
PRcon534_118:5	in	IN(IN)	in
PRcon534_118:6	this	DT(DT)	this
PRcon534_118:7	er	UH(UH)	er
PRcon534_118:8	argument	NN(NN)	argument
PRcon534_118:9	if	IN(IN)	if
PRcon534_118:10	you	PP(PP)	you
PRcon534_118:11	wan	VVP(VVP)	want
PRcon534_118:12	na	TO(TO)	to
PRcon534_118:13	show	VV(VV)	show
PRcon534_118:14	if	IN(IN)	if
PRcon534_118:15	i	PP(PP)	i
PRcon534_118:16	use	VVP(VVP)	use
PRcon534_118:17	partition	NN(NN)	partition
PRcon534_118:18	of	IN(IN)	of
PRcon534_118:19	unity	NN(NN)	unity
PRcon534_118:20	i	PP(PP)	i
PRcon534_118:21	did	VVD(VVD)	do
PRcon534_118:22	all	DT(DT)	all
PRcon534_118:23	of	IN(IN)	of
PRcon534_118:24	property	NN(NN)	property
PRcon534_118:25	s_P	SYM(SYM)	s_P
PRcon534_118:26	hh	BR(BR)	
PRcon534_118:27	_0	PA(PA)	
PRcon534_118:28	all	DT(DT)	all
PRcon534_118:29	you	PP(PP)	you
PRcon534_118:30	need	VVP(VVP)	need
PRcon534_118:31	to	TO(TO)	to
PRcon534_118:32	do	VV(VV)	do
PRcon534_118:33	is	VBZ(VBZ)	be
PRcon534_118:34	just	RB(RB)	just
PRcon534_118:35	really	RB(RB)	really
PRcon534_118:36	see	VV(VV)	see
PRcon534_118:37	that	IN(IN)	that
PRcon534_118:38	you	PP(PP)	you
PRcon534_118:39	can	MD(MD)	can
PRcon534_118:40	make	VV(VV)	make
PRcon534_118:41	it	PP(PP)	it
PRcon534_118:42	_0	PA(PA)	

PRcon534_119:1	that	IN(IN)	that
PRcon534_119:2	one	CD(CD)	one
PRcon534_119:3	of	IN(IN)	of
PRcon534_119:4	the	DT(DT)	the
PRcon534_119:5	the	DT(DT)	the
PRcon534_119:6	the	DT(DT)	the
PRcon534_119:7	that	IN(IN)	that
PRcon534_119:8	you	PP(PP)	you
PRcon534_119:9	can	MD(MD)	can
PRcon534_119:10	actually	RB(RB)	actually
PRcon534_119:11	make	VV(VV)	make
PRcon534_119:12	them	PP(PP)	they
PRcon534_119:13	p_self-bounded	PVC(JJ)	

PRcon534_120:1	yes	RE(RE)	yes

PRcon534_121:1	xxx	UNI(UNI)	
PRcon534_121:2	_0	PA(PA)	
PRcon534_121:3	i	PP(PP)	i
PRcon534_121:4	'm	VBP(VBP)	be
PRcon534_121:5	surprised	JJ(JJ)	surprised
PRcon534_121:6	that	IN(IN)	that
PRcon534_121:7	nobody	NN(NN)	nobody
PRcon534_121:8	saw	VVD(VVD)	see
PRcon534_121:9	that	DT(DT)	that
PRcon534_121:10	before	RB(RB)	before
PRcon534_121:11	_1	PA(PA)	

PRcon534_122:1	well	DM(DM)	well
PRcon534_122:2	property	NN(NN)	property
PRcon534_122:3	s_p	SYM(SYM)	s_p
PRcon534_122:4	today	RB(RB)	today
PRcon534_122:5	itself	PP(PP)	it
PRcon534_122:6	is	VBZ(VBZ)	be
PRcon534_122:7	not	RB(RB)	not
PRcon534_122:8	a	DT(DT)	a
PRcon534_122:9	very	RB(RB)	very
PRcon534_122:10	old	JJ(JJ)	old
PRcon534_122:11	and	CC(CC)	and
PRcon534_122:12	that	DT(DT)	that
PRcon534_122:13	paper	NN(NN)	paper
PRcon534_122:14	is	VBZ(VBZ)	be
PRcon534_122:15	like	DM(DM)/IN(IN)	like
PRcon534_122:16	_0	PA(PA)	

PRcon534_123:1	no	RE(RE)	no
PRcon534_123:2	but	CC(CC)	but
PRcon534_123:3	when	WRB(WRB)	when
PRcon534_123:4	for	RB(RB)	for
PRcon534_123:5	instance	RB(RB)	instance
PRcon534_123:6	a_[lastname3]	NP(NP)	
PRcon534_123:7	_2	PA(PA)	
PRcon534_123:8	he	PP(PP)	he
PRcon534_123:9	was	VBD(VBD)	be
PRcon534_123:10	always	RB(RB)	always

PRcon534_124:1	he	PP(PP)	he
PRcon534_124:2	did	VVD(VVD)	do
PRcon534_124:3	n't	RB(RB)	not
PRcon534_124:4	need	VV(VV)	need

PRcon534_125:1	no	RE(RE)	no
PRcon534_125:2	but	CC(CC)	but
PRcon534_125:3	a_[lastname3]	NP(NP)	
PRcon534_125:4	was	VBD(VBD)	be
PRcon534_125:5	_0	PA(PA)	
PRcon534_125:6	you	PP(PP)	you
PRcon534_125:7	for	RB(RB)	for
PRcon534_125:8	instance	RB(RB)	instance
PRcon534_125:9	always	RB(RB)	always
PRcon534_125:10	p_destruct	PVC(VVP)	
PRcon534_125:11	that	IN(IN)	that
PRcon534_125:12	he	PP(PP)	he
PRcon534_125:13	we	PP(PP)	we
PRcon534_125:14	needed	VVD(VVD)	need
PRcon534_125:15	uniform	JJ(JJ)	uniform
PRcon534_125:16	p_boundedness	PVC(NN)	
PRcon534_125:17	_0	PA(PA)	
PRcon534_125:18	and	CC(CC)	and
PRcon534_125:19	he	PP(PP)	he
PRcon534_125:20	has	VHZ(VHZ)	have
PRcon534_125:21	_0	PA(PA)	
PRcon534_125:22	gotten	VVN(VVN)	got
PRcon534_125:23	some	DT(DT)	some
PRcon534_125:24	similar	JJ(JJ)	similar
PRcon534_125:25	estimates	NNS(NNS)	estimate
PRcon534_125:26	like	IN(IN)	like
PRcon534_125:27	a_[lastname4]	NP(NP)	
PRcon534_125:28	_0	PA(PA)	

PRcon534_126:1	mhm	RE(RE)	mhm
PRcon534_126:2	_0	PA(PA)	

PRcon534_127:1	where	WRB(WRB)	where
PRcon534_127:2	if	IN(IN)	if
PRcon534_127:3	he	PP(PP)	he
PRcon534_127:4	would	MD(MD)	will
PRcon534_127:5	have	VH(VH)	have
PRcon534_127:6	stared	VVN(VVN)	stare
PRcon534_127:7	at	IN(IN)	at
PRcon534_127:8	it	PP(PP)	it
PRcon534_127:9	he	PP(PP)	he
PRcon534_127:10	w-	XX(XX)	
PRcon534_127:11	_0	PA(PA)	
PRcon534_127:12	would	MD(MD)	will
PRcon534_127:13	have	VH(VH)	have
PRcon534_127:14	seen	VVN(VVN)	see
PRcon534_127:15	if	IN(IN)	if
PRcon534_127:16	he	PP(PP)	he
PRcon534_127:17	assumes	VVZ(VVZ)	assume
PRcon534_127:18	this	DT(DT)	this
PRcon534_127:19	breaking	VVG(NN)	break/breaking
PRcon534_127:20	of	IN(IN)	of
PRcon534_127:21	the	DT(DT)	the
PRcon534_127:22	weight	NN(NN)	weight
PRcon534_127:23	function	NN(NN)	function
PRcon534_127:24	to	TO(TO)	to
PRcon534_127:25	be	VB(VB)	be
PRcon534_127:26	bounded	VVN(VVN)	bound
PRcon534_127:27	by	IN(IN)	by
PRcon534_127:28	the	DT(DT)	the
PRcon534_127:29	convex	NN(NN)	convex
PRcon534_127:30	gesture	NN(NN)	gesture
PRcon534_127:31	_0	PA(PA)	

PRcon534_128:1	mhm	RE(RE)	mhm
PRcon534_128:2	mhm	RE(RE)	mhm

PRcon534_129:1	we	PP(PP)	we
PRcon534_129:2	could	MD(MD)	can
PRcon534_129:3	do	VV(VV)	do
PRcon534_129:4	things	NNS(NNS)	thing

PRcon534_130:1	oh	UH(UH)	oh
PRcon534_130:2	_0	PA(PA)	

PRcon534_131:1	he	PP(PP)	he
PRcon534_131:2	er	UH(UH)	er
PRcon534_131:3	he	PP(PP)	he
PRcon534_131:4	told	VVD(VVD)	tell
PRcon534_131:5	me	PP(PP)	i
PRcon534_131:6	this	DT(DT)	this
PRcon534_131:7	year	NN(NN)	year
PRcon534_131:8	that	IN(IN)	that

PRcon534_132:1	i	PP(PP)	i
PRcon534_132:2	'm	VBP(VBP)	be
PRcon534_132:3	a	DT(DT)	a
PRcon534_132:4	bit	NN(NN)	bit
PRcon534_132:5	of	IN(IN)	of
PRcon534_132:6	er	UH(UH)	er
PRcon534_132:7	then	RB(RB)	then
PRcon534_132:8	that	DT(DT)	that
PRcon534_132:9	means	VVZ(VVZ)	mean
PRcon534_132:10	great	JJ(JJ)	great
PRcon534_132:11	people	NNS(NNS)	people
PRcon534_132:12	who	PRE(PRE)	who
PRcon534_132:13	involved	VVD(VVD)	involve
PRcon534_132:14	these	DT(DT)	these
PRcon534_132:15	certain	JJ(JJ)	certain
PRcon534_132:16	things	NNS(NNS)	thing

PRcon534_133:1	yah	RE(RE)	yah
PRcon534_133:2	of	RB(RB)	of
PRcon534_133:3	course	RB(RB)	course
PRcon534_133:4	yeah	RE(RE)	yeah
PRcon534_133:5	mhm	RE(RE)	mhm
PRcon534_133:6	mhm	RE(RE)	mhm
PRcon534_133:7	_2	PA(PA)	

PRcon534_134:1	@@@	LA(LA)	
PRcon534_134:2	@@	LA(LA)	

PRcon534_135:1	because	IN(IN)	because
PRcon534_135:2	of	RB(RB)	of
PRcon534_135:3	course	RB(RB)	course
PRcon534_135:4	those	DT(DT)	those
PRcon534_135:5	those	DT(DT)	those
PRcon534_135:6	p_self-bounded	PVC(JJ)	
PRcon534_135:7	convex	JJ(JJ)	convex
PRcon534_135:8	p_greatened	PVC(VVN)	
PRcon534_135:9	functions	NNS(NNS)	function
PRcon534_135:10	you	PP(PP)	you
PRcon534_135:11	always	RB(RB)	always
PRcon534_135:12	can	MD(MD)	can
PRcon534_135:13	bound	VV(VV)	bound
PRcon534_135:14	from	IN(IN)	from
PRcon534_135:15	one	CD(CD)	one
PRcon534_135:16	side	NN(NN)	side
PRcon534_135:17	right	DM(DM)	right

PRcon534_136:1	right	DM(DM)	right
PRcon534_136:2	_0	PA(PA)	

PRcon534_137:1	and	CC(CC)	and
PRcon534_137:2	so	DM(DM)	so
PRcon534_137:3	the	DT(DT)	the
PRcon534_137:4	other	JJ(JJ)	other
PRcon534_137:5	bound	NN(NN)	bound
PRcon534_137:6	was	VBD(VBD)	be
PRcon534_137:7	the	DT(DT)	the
PRcon534_137:8	problem	NN(NN)	problem
PRcon534_137:9	and	CC(CC)	and
PRcon534_137:10	there	RB(RB)	there
PRcon534_137:11	he	PP(PP)	he
PRcon534_137:12	as	IN(IN)	as
PRcon534_137:13	he	PP(PP)	he
PRcon534_137:14	would	MD(MD)	will
PRcon534_137:15	just	RB(RB)	just
PRcon534_137:16	p-	XX(XX)	
PRcon534_137:17	put	VV(VV)	put
PRcon534_137:18	that	DT(DT)	that
PRcon534_137:19	bound	NN(NN)	bound
PRcon534_137:20	on	IN(IN)	on
PRcon534_137:21	there	RB(RB)	there
PRcon534_137:22	_0	PA(PA)	
PRcon534_137:23	@	LA(LA)	
PRcon534_137:24	on	IN(IN)	on
PRcon534_137:25	those	DT(DT)	those
PRcon534_137:26	arrow	NN(NN)	arrow
PRcon534_137:27	terms	NNS(NNS)	term
PRcon534_137:28	@	LA(LA)	
PRcon534_137:29	@	LA(LA)	
PRcon534_137:30	_0	PA(PA)	

PRcon534_138:1	hm	RE(RE)	hm
PRcon534_138:2	_2	PA(PA)	

PRcon534_139:1	and	CC(CC)	and
PRcon534_139:2	i	PP(PP)	i
PRcon534_139:3	had	VHD(VHD)	have
PRcon534_139:4	too	RB(RB)	too
PRcon534_139:5	i	PP(PP)	i
PRcon534_139:6	think	VVP(VVP)	think
PRcon534_139:7	_3	PA(PA)	

PRcon534_140:1	_4	PA(PA)	

PRcon534_141:1	yah	RE(RE)	yah
PRcon534_141:2	_2	PA(PA)	
PRcon534_141:3	hm	RE(RE)	hm
PRcon534_141:4	_3	PA(PA)	
PRcon534_141:5	i	PP(PP)	i
PRcon534_141:6	do	VVP(VVP)	do
PRcon534_141:7	n't	RB(RB)	not
PRcon534_141:8	know	VV(VV)	know
PRcon534_141:9	_2	PA(PA)	

PRcon534_142:1	is	VBZ(VBZ)	be
PRcon534_142:2	it	PP(PP)	it
PRcon534_142:3	p_ist	PVC(UNK)	
PRcon534_142:4	is	VBZ(VBZ)	be
PRcon534_142:5	it	PP(PP)	it
PRcon534_142:6	possible	JJ(JJ)	possible
PRcon534_142:7	to	TO(TO)	to
PRcon534_142:8	make	VV(VV)	make
PRcon534_142:9	this	DT(DT)	this
PRcon534_142:10	_0	PA(PA)	
PRcon534_142:11	hh	BR(BR)	
PRcon534_142:12	_0	PA(PA)	
PRcon534_142:13	to	TO(TO)	to
PRcon534_142:14	think	VV(VV)	think
PRcon534_142:15	about	IN(IN)	about
PRcon534_142:16	it	PP(PP)	it
PRcon534_142:17	more	RBR(RBR)	more
PRcon534_142:18	more	RBR(RBR)	more
PRcon534_142:19	in	IN(IN)	in
PRcon534_142:20	the	DT(DT)	the
PRcon534_142:21	er	UH(UH)	er
PRcon534_142:22	real	JJ(JJ)	real
PRcon534_142:23	_1	PA(PA)	
PRcon534_142:24	setting	VVG(NN)	set/setting
PRcon534_142:25	and	CC(CC)	and
PRcon534_142:26	see	VV(VV)	see
PRcon534_142:27	_1	PA(PA)	
PRcon534_142:28	you	PP(DM)	you
PRcon534_142:29	know	VVP(DM)	know
PRcon534_142:30	instead	IN(IN)	instead
PRcon534_142:31	of	IN(IN)	of
PRcon534_142:32	let	VV(VV)	let
PRcon534_142:33	's	PP(PP)	we
PRcon534_142:34	say	VV(VV)	say
PRcon534_142:35	complex	JJ(JJ)	complex
PRcon534_142:36	hessian	JJ(JJ)	hessian
PRcon534_142:37	just	RB(RB)	just
PRcon534_142:38	look	VV(VV)	look
PRcon534_142:39	for	IN(IN)	for
PRcon534_142:40	the	DT(DT)	the
PRcon534_142:41	normal	JJ(JJ)	normal
PRcon534_142:42	hessian	JJ(JJ)	hessian
PRcon534_142:43	_0	PA(PA)	
PRcon534_142:44	p_self-convex	PVC(JJ)	
PRcon534_142:45	p_kerd	PVC(NN)	
PRcon534_142:46	look	VV(VV)	look
PRcon534_142:47	at	IN(IN)	at
PRcon534_142:48	those	DT(DT)	those
PRcon534_142:49	and	CC(CC)	and
PRcon534_142:50	then	RB(RB)	then
PRcon534_142:51	to	TO(TO)	to
PRcon534_142:52	see	VV(VV)	see
PRcon534_142:53	if	IN(IN)	if
PRcon534_142:54	there	EX(EX)	there
PRcon534_142:55	are	VBP(VBP)	be
PRcon534_142:56	_1	PA(PA)	
PRcon534_142:57	domains	NNS(NNS)	domain
PRcon534_142:58	_2	PA(PA)	
PRcon534_142:59	in	IN(IN)	in
PRcon534_142:60	the	DT(DT)	the
PRcon534_142:61	real	JJ(JJ)	real
PRcon534_142:62	case	NN(NN)	case
PRcon534_142:63	do	VVP(VVP)	do
PRcon534_142:64	we	PP(PP)	we
PRcon534_142:65	know	VV(VV)	know
PRcon534_142:66	if	IN(IN)	if
PRcon534_142:67	they	PP(PP)	they
PRcon534_142:68	er	UH(UH)	er
PRcon534_142:69	are	VBP(VBP)	be
PRcon534_142:70	the	DT(DT)	the
PRcon534_142:71	same	NN(NN)	same
PRcon534_142:72	or	CC(CC)	or
PRcon534_142:73	not	RB(RB)	not
PRcon534_142:74	in	IN(IN)	in
PRcon534_142:75	the	DT(DT)	the
PRcon534_142:76	real	JJ(JJ)	real
PRcon534_142:77	case	NN(NN)	case
PRcon534_142:78	_0	PA(PA)	

PRcon534_143:1	if	IN(IN)	if
PRcon534_143:2	they	PP(PP)	they
PRcon534_143:3	are	VBP(VBP)	be
PRcon534_143:4	the	DT(DT)	the
PRcon534_143:5	same	NN(NN)	same
PRcon534_143:6	what	WP(WP)	what
PRcon534_143:7	_0	PA(PA)	

PRcon534_144:1	or	CC(CC)	or
PRcon534_144:2	not	RB(RB)	not
PRcon534_144:3	_1	PA(PA)	

PRcon534_145:1	i	PP(PP)	i
PRcon534_145:2	i	PP(PP)	i
PRcon534_145:3	no	RE(RE)	no
PRcon534_145:4	i	PP(PP)	i
PRcon534_145:5	do	VVP(VVP)	do
PRcon534_145:6	n't	RB(RB)	not
PRcon534_145:7	know	VV(VV)	know
PRcon534_145:8	_0	PA(PA)	
PRcon534_145:9	i	PP(PP)	i
PRcon534_145:10	do	VVP(VVP)	do
PRcon534_145:11	n't	RB(RB)	not
PRcon534_145:12	know	VV(VV)	know
PRcon534_145:13	_1	PA(PA)	

PRcon534_146:1	hm	RE(RE)	hm
PRcon534_146:2	_0	PA(PA)	

PRcon534_147:1	i	PP(PP)	i
PRcon534_147:2	do	VVP(VVP)	do
PRcon534_147:3	n't	RB(RB)	not
PRcon534_147:4	know	VV(VV)	know
PRcon534_147:5	_7	PA(PA)	
PRcon534_147:6	well	DM(DM)	well
PRcon534_147:7	just	RB(RB)	just
PRcon534_147:8	think	VVP(VVP)	think
PRcon534_147:9	about	IN(IN)	about
PRcon534_147:10	it	PP(PP)	it
PRcon534_147:11	one	CD(CD)	one
PRcon534_147:12	variable	NN(NN)	variable
PRcon534_147:13	_0	PA(PA)	
PRcon534_147:14	right	DM(DM)	right
PRcon534_147:15	say	VV(VV)	say
PRcon534_147:16	s_fn	SYM(SYM)	s_fn

PRcon534_148:1	oh	UH(UH)	oh
PRcon534_148:2	one	CD(CD)	one
PRcon534_148:3	variable	NN(NN)	variable
PRcon534_148:4	is	VBZ(VBZ)	be
PRcon534_148:5	er	UH(UH)	er
PRcon534_148:6	_0	PA(PA)	
PRcon534_148:7	easy	JJ(JJ)	easy
PRcon534_148:8	to	TO(TO)	to
PRcon534_148:9	understand	VV(VV)	understand
PRcon534_148:10	i	PP(PP)	i
PRcon534_148:11	guess	VVP(VVP)	guess

PRcon534_149:1	yeah	RE(RE)	yeah
PRcon534_149:2	but	CC(CC)	but
PRcon534_149:3	then	RB(RB)	then
PRcon534_149:4	first	RB(RB)	first
PRcon534_149:5	check	VV(VV)	check
PRcon534_149:6	that	DT(DT)	that
PRcon534_149:7	one	NN(NN)	one
PRcon534_149:8	if	IN(IN)	if
PRcon534_149:9	you	PP(PP)	you
PRcon534_149:10	ask	VVP(VVP)	ask
